,IC_h,IC_l,ILB,Labels,Mod1,Mod2,Mod3
0,0.9830393487109905,0.980325644504749,0.9355495251017639,1,0.8867028493894166,0.8853459972862958,0.89280868385346
1,0.9592944369063772,0.9436906377204884,0.7333785617367707,2,0.7272727272727273,0.7340569877883311,0.7306648575305291
2,0.989145183175034,0.9606512890094979,0.991180461329715,3,0.9850746268656716,0.9728629579375848,0.9905020352781547
3,0.9708276797829036,0.937584803256445,0.9810040705563093,4,0.9748982360922659,0.9620081411126187,0.985753052917232
4,0.9830393487109905,0.9497964721845319,0.9837177747625508,5,0.9776119402985075,0.9810040705563093,0.985753052917232
5,0.9667571234735414,0.9023066485753053,0.9850746268656716,6,0.9776119402985075,0.9592944369063772,0.9850746268656716
6,0.9769335142469471,0.9192672998643148,0.9884667571234735,7,0.980325644504749,0.9715061058344641,0.9843962008141113
